"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"10323","GO:0042500",1,0.572779575312256,0,6,"aspartic endopeptidase activity, intramembrane cleaving","MF",1
"10324","GO:0042501",1,0.458525748260214,0,8,"serine phosphorylation of STAT protein","BP",1
"10327","GO:0042532",1,0.269177568722487,0,14,"negative regulation of tyrosine phosphorylation of STAT protein","BP",1
"10333","GO:0042538",1,0.372924865201108,0,11,"hyperosmotic salinity response","BP",1
"10342","GO:0042555",1,0.309816945151608,0,12,"MCM complex","CC",1
"10344","GO:0042559",1,0.376234066534852,0,13,"pteridine-containing compound biosynthetic process","BP",1
"10353","GO:0042573",1,0.341133836307482,0,12,"retinoic acid metabolic process","BP",1
"10356","GO:0042577",1,0.42919727521674,0,9,"lipid phosphatase activity","MF",1
"10359","GO:0042581",1,0.381097107537485,0,11,"specific granule","CC",1
"10365","GO:0042587",1,0.483909181764214,0,8,"glycogen granule","CC",1
"10366","GO:0042588",1,0.208953710745619,0,18,"zymogen granule","CC",1
"10367","GO:0042589",1,0.395761440545375,0,10,"zymogen granule membrane","CC",1
"10368","GO:0042590",1,0.505140171741033,0,8,"antigen processing and presentation of exogenous peptide antigen via MHC class I","BP",1
"10374","GO:0042599",1,0.292418891094342,0,14,"lamellar body","CC",1
"10388","GO:0042629",1,0.695039191396213,0,5,"mast cell granule","CC",1
"10410","GO:0042670",1,0.419260740531132,0,9,"retinal cone cell differentiation","BP",1
"10422","GO:0042713",1,0.612228605825201,0,5,"sperm ejaculation","BP",1
"10423","GO:0042719",1,0.74405091973085,0,5,"mitochondrial intermembrane space protein transporter complex","CC",1
"10425","GO:0042721",1,0.64560717960555,0,5,"TIM22 mitochondrial import inner membrane insertion complex","CC",1
"10442","GO:0042747",1,0.671230563485281,0,5,"circadian sleep/wake cycle, REM sleep","BP",1
"10449","GO:0042756",1,0.44197053260628,0,10,"drinking behavior","BP",1
"10450","GO:0042758",1,0.551171964100953,0,7,"long-chain fatty acid catabolic process","BP",1
"10455","GO:0042765",1,0.636575925954076,0,5,"GPI-anchor transamidase complex","CC",1
"10461","GO:0042773",1,0.0306404159832591,0,58,"ATP synthesis coupled electron transport","BP",1
"10462","GO:0042775",1,0.0407489874716668,0,54,"mitochondrial ATP synthesis coupled electron transport","BP",1
"10463","GO:0042776",1,0.641257139368057,0,7,"mitochondrial ATP synthesis coupled proton transport","BP",1
"10465","GO:0042780",1,0.492900848687709,0,8,"tRNA 3'-end processing","BP",1
"10469","GO:0042790",1,0.196576999149871,0,18,"nucleolar large rRNA transcription by RNA polymerase I","BP",1
"10481","GO:0042813",1,0.209711063917975,0,16,"Wnt-activated receptor activity","MF",1
"10526","GO:0042979",1,0.669716618305373,0,5,"ornithine decarboxylase regulator activity","MF",1
"10529","GO:0042983",1,0.364440568096179,0,11,"amyloid precursor protein biosynthetic process","BP",1
"10530","GO:0042984",1,0.364440568096179,0,11,"regulation of amyloid precursor protein biosynthetic process","BP",1
"10531","GO:0042985",1,0.532497087145603,0,7,"negative regulation of amyloid precursor protein biosynthetic process","BP",1
"10535","GO:0042989",1,0.564847675015091,0,8,"sequestering of actin monomers","BP",1
"10553","GO:0043015",1,0.0959306969669464,0,26,"gamma-tubulin binding","MF",1
"10554","GO:0043020",1,0.543804325945032,0,7,"NADPH oxidase complex","CC",1
"10557","GO:0043023",1,0.353739141548331,0,12,"ribosomal large subunit binding","MF",1
"10558","GO:0043024",1,0.281804185540958,0,15,"ribosomal small subunit binding","MF",1
"10575","GO:0043047",1,0.346460804959653,0,12,"single-stranded telomeric DNA binding","MF",1
"10586","GO:0043083",1,0.214922427226612,0,16,"synaptic cleft","CC",1
"10595","GO:0043102",1,0.57987421229819,0,7,"amino acid salvage","BP",1
"10602","GO:0043117",1,0.306661860590183,0,14,"positive regulation of vascular permeability","BP",1
"10604","GO:0043121",1,0.467141383780495,0,8,"neurotrophin binding","MF",1
"10619","GO:0043139",1,0.513167753956545,0,7,"5'-3' DNA helicase activity","MF",1
"10620","GO:0043144",1,0.376681722881287,0,12,"snoRNA processing","BP",1
"10627","GO:0043162",1,0.246611022594938,0,16,"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","BP",1
"10636","GO:0043176",1,0.529835303825417,0,7,"amine binding","MF",1
"10642","GO:0043184",1,0.533581706118598,0,7,"vascular endothelial growth factor receptor 2 binding","MF",1
"10644","GO:0043186",1,0.466295686310307,0,9,"P granule","CC",1
"10651","GO:0043199",1,0.656752551155076,0,5,"sulfate binding","MF",1
"10654","GO:0043202",1,0.614754436180059,0,6,"lysosomal lumen","CC",1
"10658","GO:0043208",1,0.524125901565577,0,7,"glycosphingolipid binding","MF",1
"10664","GO:0043219",1,0.517822406460515,0,7,"lateral loop","CC",1
"10678","GO:0043237",1,0.613973337219943,0,5,"laminin-1 binding","MF",1
"10683","GO:0043247",1,0.312381765119138,0,13,"telomere maintenance in response to DNA damage","BP",1
"10691","GO:0043256",1,0.424856194049053,0,9,"laminin complex","CC",1
"10705","GO:0043278",1,0.32076281804297,0,12,"response to morphine","BP",1
"10712","GO:0043295",1,0.373793131452176,0,14,"glutathione binding","MF",1
"10723","GO:0043307",1,0.633633212675467,0,5,"eosinophil activation","BP",1
"10728","GO:0043312",1,0.433348074221877,0,9,"neutrophil degranulation","BP",1
"10729","GO:0043313",1,0.559504721162645,0,6,"regulation of neutrophil degranulation","BP",1
"10743","GO:0043353",1,0.507814853512213,0,8,"enucleate erythrocyte differentiation","BP",1
"10803","GO:0043461",1,0.61574457734869,0,7,"proton-transporting ATP synthase complex assembly","BP",1
"10808","GO:0043471",1,0.416308849480686,0,10,"regulation of cellular carbohydrate catabolic process","BP",1
"10819","GO:0043490",1,0.619438168988445,0,5,"malate-aspartate shuttle","BP",1
"10838","GO:0043517",1,0.360591875204004,0,12,"positive regulation of DNA damage response, signal transduction by p53 class mediator","BP",1
"10862","GO:0043546",1,0.575392306966618,0,6,"molybdopterin cofactor binding","MF",1
"10873","GO:0043559",1,0.556136737868821,0,6,"insulin binding","MF",1
"10874","GO:0043560",1,0.375347375546469,0,10,"insulin receptor substrate binding","MF",1
"10881","GO:0043570",1,0.539131912411077,0,7,"maintenance of DNA repeat elements","BP",1
"10882","GO:0043574",1,0.176128882778223,0,19,"peroxisomal transport","BP",1
"10892","GO:0043596",1,0.0347445316494055,0,38,"nuclear replication fork","CC",1
"10893","GO:0043601",1,0.13933384279503,0,23,"nuclear replisome","CC",1
"10900","GO:0043615",1,0.560132427405919,0,6,"astrocyte cell migration","BP",1
"10916","GO:0043633",1,0.525854886638428,0,8,"polyadenylation-dependent RNA catabolic process","BP",1
"10917","GO:0043634",1,0.579580218466361,0,7,"polyadenylation-dependent ncRNA catabolic process","BP",1
"10920","GO:0043649",1,0.339870272050148,0,12,"dicarboxylic acid catabolic process","BP",1
"10921","GO:0043650",1,0.326902544089191,0,12,"dicarboxylic acid biosynthetic process","BP",1
"10922","GO:0043651",1,0.537420027305494,0,7,"linoleic acid metabolic process","BP",1
"10924","GO:0043653",1,0.474216281270907,0,9,"mitochondrial fragmentation involved in apoptotic process","BP",1
"10946","GO:0043855",1,0.504732806078902,0,7,"cyclic nucleotide-gated ion channel activity","MF",1
"10957","GO:0043922",1,0.435551975635764,0,9,"negative regulation by host of viral transcription","BP",1
"10960","GO:0043928",1,0.497694753225249,0,9,"exonucleolytic catabolism of deadenylated mRNA","BP",1
"10972","GO:0043968",1,0.234244835908247,0,16,"histone H2A acetylation","BP",1
"10974","GO:0043970",1,0.392483909657373,0,10,"histone H3-K9 acetylation","BP",1
"10981","GO:0043981",1,0.244867173488536,0,15,"histone H4-K5 acetylation","BP",1
"10982","GO:0043982",1,0.244867173488536,0,15,"histone H4-K8 acetylation","BP",1
"10983","GO:0043983",1,0.474718138423967,0,8,"histone H4-K12 acetylation","BP",1
"10984","GO:0043984",1,0.149879197883126,0,20,"histone H4-K16 acetylation","BP",1
"10990","GO:0043995",1,0.384130428897062,0,10,"histone acetyltransferase activity (H4-K5 specific)","MF",1
"10991","GO:0043996",1,0.384130428897062,0,10,"histone acetyltransferase activity (H4-K8 specific)","MF",1
"11011","GO:0044065",1,0.353923383673288,0,11,"regulation of respiratory system process","BP",1
"11032","GO:0044154",1,0.473430298971621,0,8,"histone H3-K14 acetylation","BP",1
"11057","GO:0044247",1,0.225486835350987,0,16,"cellular polysaccharide catabolic process","BP",1
"11078","GO:0044292",1,0.201262718991846,0,17,"dendrite terminus","CC",1
"11079","GO:0044294",1,0.308670913332487,0,12,"dendritic growth cone","CC",1
"11099","GO:0044322",1,0.608707901309265,0,6,"endoplasmic reticulum quality control compartment","CC",1
"11104","GO:0044327",1,0.302935157726059,0,13,"dendritic spine head","CC",1
"11126","GO:0044352",1,0.466007561348877,0,8,"pinosome","CC",1
"11127","GO:0044354",1,0.466007561348877,0,8,"macropinosome","CC",1
"11143","GO:0044396",1,0.560197670175879,0,6,"actin cortical patch organization","BP",1
"11148","GO:0044417",1,0.505299582933204,0,8,"translocation of molecules into host","BP",1
"11156","GO:0044531",1,0.59879620353268,0,6,"modulation of programmed cell death in other organism","BP",1
"11157","GO:0044532",1,0.59879620353268,0,6,"modulation of apoptotic process in other organism","BP",1
"11162","GO:0044545",1,0.617760480721335,0,5,"NSL complex","CC",1
"11165","GO:0044548",1,0.386817429509846,0,12,"S100 protein binding","MF",1
"11178","GO:0044613",1,0.534566650552999,0,8,"nuclear pore central transport channel","CC",1
"11180","GO:0044615",1,0.403570685014233,0,11,"nuclear pore nuclear basket","CC",1
"11185","GO:0044666",1,0.436484968403626,0,9,"MLL3/4 complex","CC",1
"11200","GO:0044743",1,0.104751224900462,0,31,"protein transmembrane import into intracellular organelle","BP",1
"11204","GO:0044766",1,0.530568279234068,0,8,"multi-organism transport","BP",1
"11218","GO:0044789",1,0.595996609229124,0,6,"modulation by host of viral release from host cell","BP",1
"11220","GO:0044791",1,0.595996609229124,0,6,"positive regulation by host of viral release from host cell","BP",1
"11222","GO:0044794",1,0.220154660860431,0,18,"positive regulation by host of viral process","BP",1
"11228","GO:0044806",1,0.561249517145491,0,6,"G-quadruplex DNA unwinding","BP",1
"11235","GO:0044829",1,0.508745906114888,0,8,"positive regulation by host of viral genome replication","BP",1
"11237","GO:0044837",1,0.617603608359441,0,5,"actomyosin contractile ring organization","BP",1
"11242","GO:0044849",1,0.490471098959259,0,8,"estrous cycle","BP",1
"11245","GO:0044854",1,0.692884447769618,0,5,"plasma membrane raft assembly","BP",1
"11248","GO:0044857",1,0.570150852337889,0,7,"plasma membrane raft organization","BP",1
"11265","GO:0045006",1,0.641043686372828,0,6,"DNA deamination","BP",1
"11272","GO:0045023",1,0.497507055976746,0,8,"G0 to G1 transition","BP",1
"11274","GO:0045026",1,0.65069511340526,0,6,"plasma membrane fusion","BP",1
"11280","GO:0045039",1,0.65953781901555,0,8,"protein insertion into mitochondrial inner membrane","BP",1
"11281","GO:0045040",1,0.677378604041011,0,5,"protein insertion into mitochondrial outer membrane","BP",1
"11283","GO:0045046",1,0.57570034043255,0,6,"protein import into peroxisome membrane","BP",1
"11285","GO:0045048",1,0.574225713058994,0,7,"protein insertion into ER membrane","BP",1
"11302","GO:0045072",1,0.408057210384233,0,10,"regulation of interferon-gamma biosynthetic process","BP",1
"11308","GO:0045078",1,0.4502596712986,0,9,"positive regulation of interferon-gamma biosynthetic process","BP",1
"11320","GO:0045091",1,0.350496194988659,0,11,"regulation of single stranded viral RNA replication via double stranded DNA intermediate","BP",1
"11345","GO:0045141",1,0.541058785593215,0,7,"meiotic telomere clustering","BP",1
"11348","GO:0045144",1,0.613703406640723,0,5,"meiotic sister chromatid segregation","BP",1
"11352","GO:0045159",1,0.459086740144501,0,8,"myosin II binding","MF",1
"11353","GO:0045161",1,0.35050618618482,0,11,"neuronal ion channel clustering","BP",1
"11354","GO:0045162",1,0.55725404965606,0,6,"clustering of voltage-gated sodium channels","BP",1
"11361","GO:0045176",1,0.388852944899408,0,10,"apical protein localization","BP",1
"11364","GO:0045179",1,0.591844092188512,0,6,"apical cortex","CC",1
"11378","GO:0045199",1,0.595376557615025,0,6,"maintenance of epithelial cell apical/basal polarity","BP",1
"11385","GO:0045213",1,0.640542903343206,0,5,"neurotransmitter receptor metabolic process","BP",1
"11399","GO:0045239",1,0.298522604840075,0,14,"tricarboxylic acid cycle enzyme complex","CC",1
"11400","GO:0045240",1,0.417433326714141,0,10,"dihydrolipoyl dehydrogenase complex","CC",1
"11403","GO:0045252",1,0.535564525043009,0,7,"oxoglutarate dehydrogenase complex","CC",1
"11404","GO:0045254",1,0.518755247183088,0,7,"pyruvate dehydrogenase complex","CC",1
"11406","GO:0045259",1,0.384309147897549,0,20,"proton-transporting ATP synthase complex","CC",1
"11407","GO:0045261",1,0.718417353358357,0,5,"proton-transporting ATP synthase complex, catalytic core F(1)","CC",1
"11408","GO:0045263",1,0.562862089474256,0,13,"proton-transporting ATP synthase complex, coupling factor F(o)","CC",1
"11410","GO:0045271",1,0.102479843344007,0,46,"respiratory chain complex I","CC",1
"11414","GO:0045275",1,0.535095961736289,0,11,"respiratory chain complex III","CC",1
"11415","GO:0045277",1,0.47641270143548,0,16,"respiratory chain complex IV","CC",1
"11419","GO:0045292",1,0.113908844318736,0,26,"mRNA cis splicing, via spliceosome","BP",1
"11421","GO:0045294",1,0.374304069561778,0,10,"alpha-catenin binding","MF",1
"11484","GO:0045495",1,0.466295686310307,0,9,"pole plasm","CC",1
"11487","GO:0045504",1,0.4512575151059,0,9,"dynein heavy chain binding","MF",1
"11527","GO:0045606",1,0.232293662660753,0,16,"positive regulation of epidermal cell differentiation","BP",1
"11528","GO:0045607",1,0.567301256100166,0,6,"regulation of inner ear auditory receptor cell differentiation","BP",1
"11532","GO:0045618",1,0.367337647155478,0,11,"positive regulation of keratinocyte differentiation","BP",1
"11541","GO:0045627",1,0.500132578675876,0,8,"positive regulation of T-helper 1 cell differentiation","BP",1
"11545","GO:0045631",1,0.567301256100166,0,6,"regulation of mechanoreceptor differentiation","BP",1
"11561","GO:0045653",1,0.45967268479387,0,17,"negative regulation of megakaryocyte differentiation","BP",1
"11588","GO:0045714",1,0.542866376526514,0,7,"regulation of low-density lipoprotein particle receptor biosynthetic process","BP",1
"11595","GO:0045722",1,0.287291256608003,0,13,"positive regulation of gluconeogenesis","BP",1
"11597","GO:0045724",1,0.108605701154629,0,24,"positive regulation of cilium assembly","BP",1
"11618","GO:0045760",1,0.382122924240684,0,10,"positive regulation of action potential","BP",1
"11636","GO:0045792",1,0.337332800262239,0,13,"negative regulation of cell size","BP",1
"11642","GO:0045799",1,0.319834483756598,0,12,"positive regulation of chromatin assembly or disassembly","BP",1
"11660","GO:0045837",1,0.387047852347922,0,12,"negative regulation of membrane potential","BP",1
"11674","GO:0045869",1,0.426750834326387,0,9,"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate","BP",1
"11677","GO:0045876",1,0.395358054525378,0,10,"positive regulation of sister chromatid cohesion","BP",1
"11696","GO:0045915",1,0.537800678392185,0,7,"positive regulation of catecholamine metabolic process","BP",1
"11697","GO:0045916",1,0.700003828610901,0,5,"negative regulation of complement activation","BP",1
"11700","GO:0045919",1,0.66038015418159,0,5,"positive regulation of cytolysis","BP",1
"11705","GO:0045924",1,0.615755248119666,0,5,"regulation of female receptivity","BP",1
"11729","GO:0045955",1,0.50943344309624,0,7,"negative regulation of calcium ion-dependent exocytosis","BP",1
"11732","GO:0045964",1,0.537800678392185,0,7,"positive regulation of dopamine metabolic process","BP",1
"11740","GO:0045987",1,0.110216926195694,0,24,"positive regulation of smooth muscle contraction","BP",1
"11750","GO:0046007",1,0.524528680729102,0,7,"negative regulation of activated T cell proliferation","BP",1
"11763","GO:0046037",1,0.61073800783171,0,6,"GMP metabolic process","BP",1
"11770","GO:0046051",1,0.627087292267781,0,7,"UTP metabolic process","BP",1
"11775","GO:0046060",1,0.541541835766813,0,8,"dATP metabolic process","BP",1
"11781","GO:0046068",1,0.427309264737747,0,9,"cGMP metabolic process","BP",1
"11794","GO:0046085",1,0.502513877481748,0,8,"adenosine metabolic process","BP",1
"11816","GO:0046129",1,0.278117863014858,0,17,"purine ribonucleoside biosynthetic process","BP",1
"11817","GO:0046130",1,0.505119775279771,0,8,"purine ribonucleoside catabolic process","BP",1
"11820","GO:0046135",1,0.644226174016531,0,5,"pyrimidine nucleoside catabolic process","BP",1
"11839","GO:0046185",1,0.448124183694024,0,10,"aldehyde catabolic process","BP",1
"11847","GO:0046218",1,0.638249522212198,0,5,"indolalkylamine catabolic process","BP",1
"11863","GO:0046322",1,0.381661329030119,0,11,"negative regulation of fatty acid oxidation","BP",1
"11877","GO:0046339",1,0.213671142644747,0,17,"diacylglycerol metabolic process","BP",1
"11880","GO:0046348",1,0.419006977725999,0,10,"amino sugar catabolic process","BP",1
"11896","GO:0046385",1,0.471163589935199,0,10,"deoxyribose phosphate biosynthetic process","BP",1
"11897","GO:0046386",1,0.480972371867086,0,10,"deoxyribose phosphate catabolic process","BP",1
"11905","GO:0046415",1,0.573034603531074,0,6,"urate metabolic process","BP",1
"11922","GO:0046459",1,0.330076298013651,0,12,"short-chain fatty acid metabolic process","BP",1
"11933","GO:0046471",1,0.347214284380938,0,12,"phosphatidylglycerol metabolic process","BP",1
"11934","GO:0046473",1,0.339974913935511,0,12,"phosphatidic acid metabolic process","BP",1
"11936","GO:0046475",1,0.1714105871821,0,19,"glycerophospholipid catabolic process","BP",1
"11948","GO:0046496",1,0.196529384380342,0,19,"nicotinamide nucleotide metabolic process","BP",1
"11950","GO:0046498",1,0.702140376485559,0,5,"S-adenosylhomocysteine metabolic process","BP",1
"11953","GO:0046501",1,0.620197488224545,0,5,"protoporphyrinogen IX metabolic process","BP",1
"11956","GO:0046504",1,0.631060188876489,0,5,"glycerol ether biosynthetic process","BP",1
"11958","GO:0046512",1,0.396898655810404,0,10,"sphingosine biosynthetic process","BP",1
"11962","GO:0046520",1,0.396898655810404,0,10,"sphingoid biosynthetic process","BP",1
"11966","GO:0046527",1,0.225149117426627,0,16,"glucosyltransferase activity","MF",1
"11968","GO:0046532",1,0.556650949554284,0,6,"regulation of photoreceptor cell differentiation","BP",1
"11969","GO:0046533",1,0.611558385811343,0,5,"negative regulation of photoreceptor cell differentiation","BP",1
"11973","GO:0046541",1,0.424540976510743,0,9,"saliva secretion","BP",1
"11979","GO:0046549",1,0.462620787072099,0,8,"retinal cone cell development","BP",1
"11990","GO:0046581",1,0.422949269783424,0,9,"intercellular canaliculus","CC",1
"11999","GO:0046601",1,0.556888149209439,0,6,"positive regulation of centriole replication","BP",1
"12004","GO:0046607",1,0.354361360858839,0,12,"positive regulation of centrosome cycle","BP",1
"12012","GO:0046625",1,0.183219283287339,0,19,"sphingolipid binding","MF",1
"12033","GO:0046653",1,0.199328153970497,0,18,"tetrahydrofolate metabolic process","BP",1
"12034","GO:0046654",1,0.575052935559734,0,6,"tetrahydrofolate biosynthetic process","BP",1
"12051","GO:0046689",1,0.471701652585496,0,9,"response to mercury ion","BP",1
"12074","GO:0046755",1,0.258579627218152,0,17,"viral budding","BP",1
"12077","GO:0046784",1,0.552830781933347,0,7,"viral mRNA export from host cell nucleus","BP",1
"12081","GO:0046794",1,0.530568279234068,0,8,"transport of virus","BP",1
"12089","GO:0046826",1,0.628113077995524,0,6,"negative regulation of protein export from nucleus","BP",1
"12093","GO:0046833",1,0.618230669773191,0,5,"positive regulation of RNA export from nucleus","BP",1
"12114","GO:0046874",1,0.6010238173345,0,6,"quinolinate metabolic process","BP",1
"12116","GO:0046877",1,0.624278539482297,0,5,"regulation of saliva secretion","BP",1
"12148","GO:0046929",1,0.390002219863388,0,10,"negative regulation of neurotransmitter secretion","BP",1
"12151","GO:0046933",1,0.457224564739827,0,14,"proton-transporting ATP synthase activity, rotational mechanism","MF",1
"12152","GO:0046934",1,0.611500617902758,0,5,"phosphatidylinositol-4,5-bisphosphate 3-kinase activity","MF",1
"12153","GO:0046935",1,0.284886788943781,0,13,"1-phosphatidylinositol-3-kinase regulator activity","MF",1
"12176","GO:0046972",1,0.384130428897062,0,10,"histone acetyltransferase activity (H4-K16 specific)","MF",1
"12177","GO:0046974",1,0.34097304193839,0,11,"histone methyltransferase activity (H3-K9 specific)","MF",1
"12216","GO:0047184",1,0.570842277961411,0,6,"1-acylglycerophosphocholine O-acyltransferase activity","MF",1
"12247","GO:0047391",1,0.559142948504857,0,6,"alkylglycerophosphoethanolamine phosphodiesterase activity","MF",1
"12252","GO:0047429",1,0.501712605939637,0,9,"nucleoside-triphosphate diphosphatase activity","MF",1
"12257","GO:0047484",1,0.442782612699491,0,9,"regulation of response to osmotic stress","BP",1
"12262","GO:0047498",1,0.575003565694915,0,6,"calcium-dependent phospholipase A2 activity","MF",1
"12263","GO:0047499",1,0.579239043788188,0,6,"calcium-independent phospholipase A2 activity","MF",1
"12266","GO:0047555",1,0.205073956493645,0,18,"3',5'-cyclic-GMP phosphodiesterase activity","MF",1
"12337","GO:0048019",1,0.394709187233538,0,10,"receptor antagonist activity","MF",1
"12344","GO:0048026",1,0.171745402567621,0,20,"positive regulation of mRNA splicing, via spliceosome","BP",1
"12352","GO:0048039",1,0.596261973775329,0,6,"ubiquinone binding","MF",1
"12364","GO:0048102",1,0.387677502477002,0,10,"autophagic cell death","BP",1
"12384","GO:0048172",1,0.401893865669871,0,10,"regulation of short-term neuronal synaptic plasticity","BP",1
"12393","GO:0048199",1,0.190833591830864,0,19,"vesicle targeting, to, from or within Golgi","BP",1
"12397","GO:0048207",1,0.469096015884366,0,9,"vesicle targeting, rough ER to cis-Golgi","BP",1
"12398","GO:0048208",1,0.469096015884366,0,9,"COPII vesicle coating","BP",1
"12404","GO:0048227",1,0.542816427280279,0,7,"plasma membrane to endosome transport","BP",1
"12419","GO:0048254",1,0.694339119163633,0,5,"snoRNA localization","BP",1
"12421","GO:0048256",1,0.510349083660194,0,7,"flap endonuclease activity","MF",1
"12425","GO:0048261",1,0.268983354990843,0,14,"negative regulation of receptor-mediated endocytosis","BP",1
"12441","GO:0048290",1,0.512189487136932,0,7,"isotype switching to IgA isotypes","BP",1
"12446","GO:0048296",1,0.512189487136932,0,7,"regulation of isotype switching to IgA isotypes","BP",1
"12448","GO:0048298",1,0.565151099090311,0,6,"positive regulation of isotype switching to IgA isotypes","BP",1
"12451","GO:0048305",1,0.163110496259741,0,21,"immunoglobulin secretion","BP",1
"12454","GO:0048311",1,0.194625950917507,0,17,"mitochondrion distribution","BP",1
"12455","GO:0048312",1,0.347599728960219,0,11,"intracellular distribution of mitochondria","BP",1
"12457","GO:0048318",1,0.54817136176512,0,7,"axial mesoderm development","BP",1
"12478","GO:0048386",1,0.614336556760633,0,5,"positive regulation of retinoic acid receptor signaling pathway","BP",1
"12486","GO:0048406",1,0.567387859933061,0,6,"nerve growth factor binding","MF",1
"12497","GO:0048484",1,0.424593919801166,0,9,"enteric nervous system development","BP",1
"12507","GO:0048500",1,0.498860441839449,0,10,"signal recognition particle","CC",1
"12533","GO:0048548",1,0.395970488250729,0,10,"regulation of pinocytosis","BP",1
"12534","GO:0048549",1,0.555977210131826,0,6,"positive regulation of pinocytosis","BP",1
"12564","GO:0048631",1,0.52044139585009,0,7,"regulation of skeletal muscle tissue growth","BP",1
"12566","GO:0048633",1,0.573883683922233,0,6,"positive regulation of skeletal muscle tissue growth","BP",1
"12599","GO:0048680",1,0.373977739462516,0,11,"positive regulation of axon regeneration","BP",1
"12622","GO:0048710",1,0.0875846231032275,0,26,"regulation of astrocyte differentiation","BP",1
"12623","GO:0048711",1,0.364018239052685,0,11,"positive regulation of astrocyte differentiation","BP",1
"12624","GO:0048712",1,0.293317820934389,0,13,"negative regulation of astrocyte differentiation","BP",1
"12632","GO:0048733",1,0.467799625793041,0,8,"sebaceous gland development","BP",1
"12674","GO:0048840",1,0.657375366985403,0,5,"otolith development","BP",1
"12676","GO:0048842",1,0.560031057552223,0,6,"positive regulation of axon extension involved in axon guidance","BP",1
"12679","GO:0048845",1,0.349787715385557,0,11,"venous blood vessel morphogenesis","BP",1
"12705","GO:0048934",1,0.527619175518291,0,7,"peripheral nervous system neuron differentiation","BP",1
"12706","GO:0048935",1,0.527619175518291,0,7,"peripheral nervous system neuron development","BP",1
"12721","GO:0050136",1,0.28737924529778,0,24,"NADH dehydrogenase (quinone) activity","MF",1
"12722","GO:0050145",1,0.291906100425677,0,15,"nucleoside monophosphate kinase activity","MF",1
"12741","GO:0050291",1,0.575648615142385,0,6,"sphingosine N-acyltransferase activity","MF",1
"12746","GO:0050321",1,0.258256084535692,0,14,"tau-protein kinase activity","MF",1
"12766","GO:0050482",1,0.327741556644559,0,14,"arachidonic acid secretion","BP",1
"12788","GO:0050651",1,0.633344484480351,0,5,"dermatan sulfate proteoglycan biosynthetic process","BP",1
"12801","GO:0050665",1,0.344238775058722,0,13,"hydrogen peroxide biosynthetic process","BP",1
"12803","GO:0050667",1,0.284317969549419,0,14,"homocysteine metabolic process","BP",1
"12821","GO:0050687",1,0.127900042594923,0,23,"negative regulation of defense response to virus","BP",1
"12850","GO:0050720",1,0.671443342986886,0,5,"interleukin-1 beta biosynthetic process","BP",1
"12884","GO:0050780",1,0.172231926137535,0,19,"dopamine receptor binding","MF",1
"12920","GO:0050832",1,0.254952794335451,0,17,"defense response to fungus","BP",1
"12924","GO:0050847",1,0.526252904645587,0,7,"progesterone receptor signaling pathway","BP",1
"12955","GO:0050882",1,0.441761459325188,0,9,"voluntary musculoskeletal movement","BP",1
"12970","GO:0050904",1,0.556839366033205,0,6,"diapedesis","BP",1
"12973","GO:0050907",1,0.425468912397448,0,10,"detection of chemical stimulus involved in sensory perception","BP",1
"12978","GO:0050912",1,0.493733221195536,0,8,"detection of chemical stimulus involved in sensory perception of taste","BP",1
"12979","GO:0050913",1,0.544788132761898,0,7,"sensory perception of bitter taste","BP",1
"13011","GO:0050975",1,0.625177931170207,0,5,"sensory perception of touch","BP",1
"13021","GO:0051001",1,0.463601465611103,0,9,"negative regulation of nitric-oxide synthase activity","BP",1
"13026","GO:0051011",1,0.320601247618318,0,12,"microtubule minus-end binding","MF",1
"13031","GO:0051016",1,0.225354440046475,0,17,"barbed-end actin filament capping","BP",1
"13036","GO:0051021",1,0.512311948028354,0,8,"GDP-dissociation inhibitor binding","MF",1
"13037","GO:0051022",1,0.661355161641732,0,5,"Rho GDP-dissociation inhibitor binding","MF",1
"13038","GO:0051023",1,0.27777169379207,0,15,"regulation of immunoglobulin secretion","BP",1
"13039","GO:0051024",1,0.48988104697999,0,9,"positive regulation of immunoglobulin secretion","BP",1
"13087","GO:0051095",1,0.458056340204947,0,9,"regulation of helicase activity","BP",1
"13088","GO:0051096",1,0.602534329596243,0,6,"positive regulation of helicase activity","BP",1
"13095","GO:0051103",1,0.650924578788031,0,5,"DNA ligation involved in DNA repair","BP",1
"13099","GO:0051119",1,0.229188240716765,0,16,"sugar transmembrane transporter activity","MF",1
"13107","GO:0051127",1,0.295687460558056,0,13,"positive regulation of actin nucleation","BP",1
"13111","GO:0051131",1,0.2670068492099,0,15,"chaperone-mediated protein complex assembly","BP",1
"13118","GO:0051139",1,0.344762538278503,0,11,"metal ion:proton antiporter activity","MF",1
"13129","GO:0051152",1,0.355162226389781,0,12,"positive regulation of smooth muscle cell differentiation","BP",1
"13144","GO:0051177",1,0.613703406640723,0,5,"meiotic sister chromatid cohesion","BP",1
"13150","GO:0051185",1,0.580576800182194,0,6,"coenzyme transmembrane transporter activity","MF",1
"13158","GO:0051195",1,0.520749898723838,0,7,"negative regulation of cofactor metabolic process","BP",1
"13160","GO:0051204",1,0.287407192138197,0,19,"protein insertion into mitochondrial membrane","BP",1
