"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"7185","GO:0030666",1,0.701835710367152,0,27,"endocytic vesicle membrane","CC",1
"7186","GO:0030667",1,0.488144363358235,0,56,"secretory granule membrane","CC",1
"7187","GO:0030669",1,0.819368707761813,0,15,"clathrin-coated endocytic vesicle membrane","CC",1
"7188","GO:0030670",1,0.867992469840768,0,11,"phagocytic vesicle membrane","CC",1
"7190","GO:0030673",1,0.783469973034223,0,18,"axolemma","CC",1
"7192","GO:0030676",1,0.80289970052747,0,16,"Rac guanyl-nucleotide exchange factor activity","MF",1
"7193","GO:0030677",1,0.882360573592556,0,12,"ribonuclease P complex","CC",1
"7194","GO:0030678",1,0.965088578070585,0,3,"mitochondrial ribonuclease P complex","CC",1
"7195","GO:0030681",1,0.91429566577999,0,9,"multimeric ribonuclease P complex","CC",1
"7196","GO:0030682",1,0.961102111202855,0,3,"mitigation of host defenses by symbiont","BP",1
"7197","GO:0030683",1,0.98664210775211,0,1,"mitigation of host immune response by virus","BP",1
"7198","GO:0030684",1,0.399008290688531,0,75,"preribosome","CC",1
"7199","GO:0030685",1,0.986586260537368,0,1,"nucleolar preribosome","CC",1
"7200","GO:0030686",1,0.675570208878695,0,30,"90S preribosome","CC",1
"7201","GO:0030687",1,0.735407892525785,0,25,"preribosome, large subunit precursor","CC",1
"7202","GO:0030688",1,0.864124639100915,0,11,"preribosome, small subunit precursor","CC",1
"7203","GO:0030689",1,0.947980248084265,0,4,"Noc complex","CC",1
"7204","GO:0030690",1,0.973659493292398,0,2,"Noc1p-Noc2p complex","CC",1
"7205","GO:0030691",1,0.986677790202685,0,1,"Noc2p-Noc3p complex","CC",1
"7206","GO:0030692",1,0.973629929169173,0,2,"Noc4p-Nop14p complex","CC",1
"7208","GO:0030696",1,0.986308377563771,0,1,"tRNA (m5U54) methyltransferase activity","MF",1
"7209","GO:0030697",1,0.986308377563771,0,1,"S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity","MF",1
"7211","GO:0030718",1,0.959475198759155,0,3,"germ-line stem cell population maintenance","BP",1
"7213","GO:0030729",1,0.986306738171679,0,1,"acetoacetate-CoA ligase activity","MF",1
"7214","GO:0030730",1,0.856054947108363,0,13,"sequestering of triglyceride","BP",1
"7215","GO:0030731",1,0.990985402237233,0,1,"guanidinoacetate N-methyltransferase activity","MF",1
"7216","GO:0030735",1,0.988147236773805,0,1,"carnosine N-methyltransferase activity","MF",1
"7217","GO:0030742",1,0.741009298760265,0,24,"GTP-dependent protein binding","MF",1
"7218","GO:0030748",1,0.990305304197744,0,1,"amine N-methyltransferase activity","MF",1
"7219","GO:0030791",1,0.987282494617309,0,1,"arsenite methyltransferase activity","MF",1
"7220","GO:0030792",1,0.974503268723016,0,2,"methylarsonite methyltransferase activity","MF",1
"7222","GO:0030809",1,0.934774783948383,0,5,"negative regulation of nucleotide biosynthetic process","BP",1
"7226","GO:0030834",1,0.554622462750784,0,45,"regulation of actin filament depolymerization","BP",1
"7227","GO:0030835",1,0.616674676575138,0,37,"negative regulation of actin filament depolymerization","BP",1
"7228","GO:0030836",1,0.879447180516995,0,10,"positive regulation of actin filament depolymerization","BP",1
"7229","GO:0030837",1,0.522875279319069,0,51,"negative regulation of actin filament polymerization","BP",1
"7231","GO:0030845",1,0.986306083574268,0,1,"phospholipase C-inhibiting G protein-coupled receptor signaling pathway","BP",1
"7232","GO:0030846",1,0.959506367828567,0,3,"termination of RNA polymerase II transcription, poly(A)-coupled","BP",1
"7233","GO:0030849",1,0.9866690668313,0,1,"autosome","CC",1
"7243","GO:0030859",1,0.831326032936548,0,14,"polarized epithelial cell differentiation","BP",1
"7244","GO:0030860",1,0.972798658387816,0,2,"regulation of polarized epithelial cell differentiation","BP",1
"7245","GO:0030862",1,0.972798658387816,0,2,"positive regulation of polarized epithelial cell differentiation","BP",1
"7248","GO:0030865",1,0.544676343188111,0,45,"cortical cytoskeleton organization","BP",1
"7249","GO:0030866",1,0.598834058154034,0,38,"cortical actin cytoskeleton organization","BP",1
"7250","GO:0030867",1,0.838448107431223,0,16,"rough endoplasmic reticulum membrane","CC",1
"7251","GO:0030868",1,0.949181339476051,0,4,"smooth endoplasmic reticulum membrane","CC",1
"7252","GO:0030870",1,0.925993182329352,0,6,"Mre11 complex","CC",1
"7253","GO:0030874",1,0.989668544166904,0,1,"nucleolar chromatin","CC",1
"7254","GO:0030877",1,0.880223822441545,0,10,"beta-catenin destruction complex","CC",1
"7255","GO:0030878",1,0.785327457409725,0,18,"thyroid gland development","BP",1
"7257","GO:0030880",1,0.301938732748908,0,100,"RNA polymerase complex","CC",1
"7258","GO:0030881",1,0.882056345480592,0,11,"beta-2-microglobulin binding","MF",1
"7259","GO:0030882",1,0.979545895871164,0,2,"lipid antigen binding","MF",1
"7260","GO:0030883",1,0.979545895871164,0,2,"endogenous lipid antigen binding","MF",1
"7261","GO:0030884",1,0.979545895871164,0,2,"exogenous lipid antigen binding","MF",1
"7262","GO:0030885",1,0.938255269637099,0,5,"regulation of myeloid dendritic cell activation","BP",1
"7263","GO:0030886",1,0.964035771590973,0,3,"negative regulation of myeloid dendritic cell activation","BP",1
"7264","GO:0030887",1,0.986405223701378,0,1,"positive regulation of myeloid dendritic cell activation","BP",1
"7266","GO:0030889",1,0.8120564331138,0,16,"negative regulation of B cell proliferation","BP",1
"7268","GO:0030891",1,0.941177865990878,0,6,"VCB complex","CC",1
"7269","GO:0030892",1,0.986306083574268,0,1,"mitotic cohesin complex","CC",1
"7270","GO:0030893",1,0.946333213022021,0,4,"meiotic cohesin complex","CC",1
"7271","GO:0030894",1,0.743176487785065,0,24,"replisome","CC",1
"7272","GO:0030896",1,0.949903326945277,0,4,"checkpoint clamp complex","CC",1
"7273","GO:0030897",1,0.861290254432565,0,11,"HOPS complex","CC",1
"7274","GO:0030898",1,0.871157083594827,0,10,"actin-dependent ATPase activity","MF",1
"7275","GO:0030899",1,0.958345529035896,0,4,"calcium-dependent ATPase activity","MF",1
"7280","GO:0030904",1,0.779943692421587,0,19,"retromer complex","CC",1
"7281","GO:0030905",1,0.97371203737629,0,2,"retromer, tubulation complex","CC",1
"7282","GO:0030906",1,0.964395225932952,0,3,"retromer, cargo-selective complex","CC",1
"7283","GO:0030908",1,0.986511244135215,0,1,"protein splicing","BP",1
"7284","GO:0030910",1,0.959658927491248,0,3,"olfactory placode formation","BP",1
"7285","GO:0030911",1,0.911144534657492,0,7,"TPR domain binding","MF",1
"7286","GO:0030913",1,0.913724142757133,0,7,"paranodal junction assembly","BP",1
"7287","GO:0030914",1,0.860686418939502,0,13,"STAGA complex","CC",1
"7290","GO:0030917",1,0.935341497173265,0,5,"midbrain-hindbrain boundary development","BP",1
"7291","GO:0030920",1,0.991810094236185,0,1,"peptidyl-serine acetylation","BP",1
"7293","GO:0030942",1,0.961561591181167,0,4,"endoplasmic reticulum signal peptide binding","MF",1
"7294","GO:0030943",1,0.96486002318372,0,3,"mitochondrion targeting sequence binding","MF",1
"7297","GO:0030949",1,0.84191569768578,0,13,"positive regulation of vascular endothelial growth factor receptor signaling pathway","BP",1
"7299","GO:0030951",1,0.959973709628938,0,3,"establishment or maintenance of microtubule cytoskeleton polarity","BP",1
"7301","GO:0030953",1,0.864342033601939,0,11,"astral microtubule organization","BP",1
"7302","GO:0030954",1,0.986306083574268,0,1,"astral microtubule nucleation","BP",1
"7303","GO:0030955",1,0.890188042033586,0,9,"potassium ion binding","MF",1
"7304","GO:0030956",1,0.965383182059326,0,3,"glutamyl-tRNA(Gln) amidotransferase complex","CC",1
"7305","GO:0030957",1,0.8918688416953,0,9,"Tat protein binding","MF",1
"7306","GO:0030961",1,0.989922970861975,0,1,"peptidyl-arginine hydroxylation","BP",1
"7307","GO:0030964",1,0.708974116406672,0,46,"NADH dehydrogenase complex","CC",1
"7309","GO:0030970",1,0.717181489314996,0,27,"retrograde protein transport, ER to cytosol","BP",1
"7310","GO:0030971",1,0.427670462403287,0,64,"receptor tyrosine kinase binding","MF",1
"7311","GO:0030974",1,0.988840485980202,0,1,"thiamine pyrophosphate transmembrane transport","BP",1
"7312","GO:0030975",1,0.987312455825654,0,1,"thiamine binding","MF",1
"7313","GO:0030976",1,0.934650752200293,0,5,"thiamine pyrophosphate binding","MF",1
"7314","GO:0030977",1,0.986306083574268,0,1,"taurine binding","MF",1
"7315","GO:0030981",1,0.935080874815241,0,5,"cortical microtubule cytoskeleton","CC",1
"7316","GO:0030983",1,0.877336395229102,0,10,"mismatched DNA binding","MF",1
"7317","GO:0030984",1,0.954988287683594,0,4,"kininogen binding","MF",1
"7318","GO:0030990",1,0.728180726418485,0,26,"intraciliary transport particle","CC",1
"7319","GO:0030991",1,0.926276421430233,0,6,"intraciliary transport particle A","CC",1
"7320","GO:0030992",1,0.794570403715743,0,19,"intraciliary transport particle B","CC",1
"7321","GO:0030997",1,0.972798658387816,0,2,"regulation of centriole-centriole cohesion","BP",1
"7322","GO:0031000",1,0.832197725214297,0,14,"response to caffeine","BP",1
"7323","GO:0031002",1,0.991537023459015,0,1,"actin rod","CC",1
"7325","GO:0031010",1,0.882327375800595,0,10,"ISWI-type complex","CC",1
"7326","GO:0031011",1,0.842934914253591,0,14,"Ino80 complex","CC",1
"7328","GO:0031013",1,0.954593417816957,0,4,"troponin I binding","MF",1
"7329","GO:0031014",1,0.970220228818442,0,3,"troponin T binding","MF",1
"7330","GO:0031016",1,0.520147163190475,0,49,"pancreas development","BP",1
"7331","GO:0031017",1,0.922350534949085,0,6,"exocrine pancreas development","BP",1
"7332","GO:0031018",1,0.700331642417569,0,27,"endocrine pancreas development","BP",1
"7333","GO:0031021",1,0.962370817683001,0,4,"interphase microtubule organizing center","CC",1
"7334","GO:0031022",1,0.972798658387816,0,2,"nuclear migration along microfilament","BP",1
"7337","GO:0031033",1,0.865054182316564,0,11,"myosin filament organization","BP",1
"7338","GO:0031034",1,0.887539962749902,0,9,"myosin filament assembly","BP",1
"7339","GO:0031038",1,0.97468170672616,0,2,"myosin II filament organization","BP",1
"7340","GO:0031045",1,0.817236753160237,0,16,"dense core granule","CC",1
"7342","GO:0031048",1,0.959475198759155,0,3,"heterochromatin assembly by small RNA","BP",1
"7343","GO:0031049",1,0.986306083574268,0,1,"programmed DNA elimination","BP",1
"7344","GO:0031050",1,0.585036469922155,0,41,"dsRNA processing","BP",1
"7345","GO:0031052",1,0.986306083574268,0,1,"chromosome breakage","BP",1
"7346","GO:0031053",1,0.912442326982524,0,7,"primary miRNA processing","BP",1
"7347","GO:0031054",1,0.843510353439143,0,13,"pre-miRNA processing","BP",1
"7348","GO:0031055",1,0.8949812158464,0,10,"chromatin remodeling at centromere","BP",1
"7349","GO:0031056",1,0.166715681062808,0,134,"regulation of histone modification","BP",1
"7350","GO:0031057",1,0.609248625387685,0,38,"negative regulation of histone modification","BP",1
"7351","GO:0031058",1,0.314449096857027,0,86,"positive regulation of histone modification","BP",1
"7352","GO:0031060",1,0.428862461074874,0,63,"regulation of histone methylation","BP",1
"7353","GO:0031061",1,0.758160250314905,0,21,"negative regulation of histone methylation","BP",1
"7354","GO:0031062",1,0.62329776397812,0,35,"positive regulation of histone methylation","BP",1
"7355","GO:0031063",1,0.710168955526664,0,26,"regulation of histone deacetylation","BP",1
"7356","GO:0031064",1,0.959544140095846,0,3,"negative regulation of histone deacetylation","BP",1
"7359","GO:0031071",1,0.988571559404251,0,1,"cysteine desulfurase activity","MF",1
"7361","GO:0031073",1,0.98701716519971,0,1,"cholesterol 26-hydroxylase activity","MF",1
"7362","GO:0031074",1,0.960456831375407,0,3,"nucleocytoplasmic transport complex","CC",1
"7363","GO:0031076",1,0.649040402997502,0,32,"embryonic camera-type eye development","BP",1
"7365","GO:0031078",1,0.864134588305112,0,11,"histone deacetylase activity (H3-K14 specific)","MF",1
"7366","GO:0031080",1,0.880293958224665,0,10,"nuclear pore outer ring","CC",1
"7367","GO:0031081",1,0.973017764275889,0,2,"nuclear pore distribution","BP",1
"7368","GO:0031082",1,0.786733473710983,0,20,"BLOC complex","CC",1
"7369","GO:0031083",1,0.842744227587671,0,15,"BLOC-1 complex","CC",1
"7370","GO:0031084",1,0.959546603615119,0,3,"BLOC-2 complex","CC",1
"7371","GO:0031085",1,0.972964631941161,0,2,"BLOC-3 complex","CC",1
"7374","GO:0031088",1,0.96152472101416,0,3,"platelet dense granule membrane","CC",1
"7377","GO:0031092",1,0.964300235606827,0,3,"platelet alpha granule membrane","CC",1
"7378","GO:0031094",1,0.947336585477868,0,4,"platelet dense tubular network","CC",1
"7379","GO:0031095",1,0.973829929795403,0,2,"platelet dense tubular network membrane","CC",1
"7385","GO:0031104",1,0.962022845098347,0,3,"dendrite regeneration","BP",1
"7386","GO:0031105",1,0.867041138134239,0,11,"septin complex","CC",1
"7387","GO:0031106",1,0.973195782107561,0,2,"septin ring organization","BP",1
"7391","GO:0031112",1,0.674913604292606,0,31,"positive regulation of microtubule polymerization or depolymerization","BP",1
"7392","GO:0031113",1,0.528336952072402,0,50,"regulation of microtubule polymerization","BP",1
"7394","GO:0031115",1,0.829358565255129,0,15,"negative regulation of microtubule polymerization","BP",1
"7395","GO:0031116",1,0.702782903689231,0,28,"positive regulation of microtubule polymerization","BP",1
"7396","GO:0031117",1,0.960420834436226,0,3,"positive regulation of microtubule depolymerization","BP",1
"7397","GO:0031118",1,0.952569267927343,0,5,"rRNA pseudouridine synthesis","BP",1
"7398","GO:0031119",1,0.950743099988616,0,4,"tRNA pseudouridine synthesis","BP",1
"7399","GO:0031120",1,0.974662510529642,0,3,"snRNA pseudouridine synthesis","BP",1
"7400","GO:0031122",1,0.476657810437292,0,56,"cytoplasmic microtubule organization","BP",1
"7401","GO:0031123",1,0.302282460006885,0,93,"RNA 3'-end processing","BP",1
"7402","GO:0031124",1,0.483291098982625,0,55,"mRNA 3'-end processing","BP",1
"7403","GO:0031125",1,0.908997001923078,0,9,"rRNA 3'-end processing","BP",1
"7404","GO:0031126",1,0.889079706466838,0,10,"snoRNA 3'-end processing","BP",1
"7405","GO:0031127",1,0.986318627787074,0,1,"alpha-(1,2)-fucosyltransferase activity","MF",1
"7407","GO:0031133",1,0.972810934734019,0,2,"regulation of axon diameter","BP",1
"7408","GO:0031134",1,0.962455524482212,0,3,"sister chromatid biorientation","BP",1
"7409","GO:0031143",1,0.872657821172925,0,10,"pseudopodium","CC",1
"7411","GO:0031146",1,0.604384145057256,0,40,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","BP",1
"7412","GO:0031151",1,0.986306083574268,0,1,"histone methyltransferase activity (H3-K79 specific)","MF",1
"7413","GO:0031161",1,0.959679796237786,0,3,"phosphatidylinositol catabolic process","BP",1
"7414","GO:0031163",1,0.819852601192454,0,19,"metallo-sulfur cluster assembly","BP",1
"7415","GO:0031166",1,0.923823147880157,0,6,"integral component of vacuolar membrane","CC",1
"7416","GO:0031167",1,0.805665459655426,0,18,"rRNA methylation","BP",1
"7418","GO:0031177",1,0.986306083574268,0,1,"phosphopantetheine binding","MF",1
"7419","GO:0031179",1,0.986306083574268,0,1,"peptide modification","BP",1
"7420","GO:0031201",1,0.602097973823925,0,41,"SNARE complex","CC",1
"7421","GO:0031204",1,0.941495477633625,0,5,"posttranslational protein targeting to membrane, translocation","BP",1
"7422","GO:0031205",1,0.98093002895503,0,2,"endoplasmic reticulum Sec complex","CC",1
"7423","GO:0031207",1,0.986306083574268,0,1,"Sec62/Sec63 complex","CC",1
"7424","GO:0031208",1,0.972834230308427,0,2,"POZ domain binding","MF",1
"7425","GO:0031209",1,0.91360645392333,0,7,"SCAR complex","CC",1
"7427","GO:0031211",1,0.930182897090231,0,6,"endoplasmic reticulum palmitoyltransferase complex","CC",1
"7428","GO:0031213",1,0.972798658387816,0,2,"RSF complex","CC",1
"7430","GO:0031223",1,0.87123893171705,0,10,"auditory behavior","BP",1
"7436","GO:0031229",1,0.872553739925793,0,10,"intrinsic component of nuclear inner membrane","CC",1
"7437","GO:0031231",1,0.809827821822589,0,17,"intrinsic component of peroxisomal membrane","CC",1
"7438","GO:0031232",1,0.926658049451216,0,6,"extrinsic component of external side of plasma membrane","CC",1
"7439","GO:0031233",1,0.838614420474311,0,15,"intrinsic component of external side of plasma membrane","CC",1
"7441","GO:0031235",1,0.979306036298677,0,2,"intrinsic component of the cytoplasmic side of the plasma membrane","CC",1
"7442","GO:0031247",1,0.986337387962789,0,1,"actin rod assembly","BP",1
"7443","GO:0031248",1,0.32300561869683,0,89,"protein acetyltransferase complex","CC",1
"7444","GO:0031249",1,0.986677790202685,0,1,"denatured protein binding","MF",1
"7445","GO:0031251",1,0.972798658387816,0,2,"PAN complex","CC",1
"7448","GO:0031254",1,0.889722811522408,0,9,"cell trailing edge","CC",1
"7450","GO:0031258",1,0.898279758757134,0,8,"lamellipodium membrane","CC",1
"7451","GO:0031261",1,0.953382408680953,0,4,"DNA replication preinitiation complex","CC",1
"7452","GO:0031262",1,0.980232648990741,0,2,"Ndc80 complex","CC",1
"7453","GO:0031264",1,0.924745269582844,0,6,"death-inducing signaling complex","CC",1
"7454","GO:0031265",1,0.950526381967107,0,4,"CD95 death-inducing signaling complex","CC",1
"7456","GO:0031268",1,0.841810813051466,0,13,"pseudopodium organization","BP",1
"7457","GO:0031269",1,0.853335952302625,0,12,"pseudopodium assembly","BP",1
"7458","GO:0031270",1,0.986505889664012,0,1,"pseudopodium retraction","BP",1
"7459","GO:0031271",1,0.98642020349451,0,1,"lateral pseudopodium assembly","BP",1
"7460","GO:0031272",1,0.865193351593941,0,11,"regulation of pseudopodium assembly","BP",1
"7461","GO:0031274",1,0.877113029581612,0,10,"positive regulation of pseudopodium assembly","BP",1
"7462","GO:0031275",1,0.98642020349451,0,1,"regulation of lateral pseudopodium assembly","BP",1
"7463","GO:0031279",1,0.720069103237937,0,25,"regulation of cyclase activity","BP",1
"7464","GO:0031280",1,0.879024614020946,0,10,"negative regulation of cyclase activity","BP",1
"7465","GO:0031281",1,0.81147023967515,0,16,"positive regulation of cyclase activity","BP",1
"7466","GO:0031282",1,0.935421817555535,0,5,"regulation of guanylate cyclase activity","BP",1
"7467","GO:0031283",1,0.987664033789821,0,1,"negative regulation of guanylate cyclase activity","BP",1
"7468","GO:0031284",1,0.947108844138852,0,4,"positive regulation of guanylate cyclase activity","BP",1
"7469","GO:0031289",1,0.986339616144218,0,1,"actin phosphorylation","BP",1
"7470","GO:0031290",1,0.81418758940727,0,15,"retinal ganglion cell axon guidance","BP",1
"7471","GO:0031291",1,0.972798658387816,0,2,"Ran protein signal transduction","BP",1
"7472","GO:0031293",1,0.923211211765027,0,6,"membrane protein intracellular domain proteolysis","BP",1
"7475","GO:0031296",1,0.963579156374921,0,3,"B cell costimulation","BP",1
"7476","GO:0031297",1,0.698791010364877,0,27,"replication fork processing","BP",1
"7477","GO:0031298",1,0.913751899507857,0,7,"replication fork protection complex","CC",1
"7480","GO:0031302",1,0.965553679049026,0,3,"intrinsic component of endosome membrane","CC",1
"7481","GO:0031303",1,0.989966448974915,0,1,"integral component of endosome membrane","CC",1
"7482","GO:0031304",1,0.642184759068553,0,42,"intrinsic component of mitochondrial inner membrane","CC",1
"7483","GO:0031305",1,0.65112243936587,0,41,"integral component of mitochondrial inner membrane","CC",1
"7484","GO:0031306",1,0.770503015982177,0,21,"intrinsic component of mitochondrial outer membrane","CC",1
"7485","GO:0031307",1,0.781215574210144,0,20,"integral component of mitochondrial outer membrane","CC",1
"7486","GO:0031310",1,0.923823147880157,0,6,"intrinsic component of vacuolar membrane","CC",1
"7487","GO:0031312",1,0.530781073173497,0,49,"extrinsic component of organelle membrane","CC",1
"7488","GO:0031313",1,0.86815211364553,0,11,"extrinsic component of endosome membrane","CC",1
"7489","GO:0031314",1,0.911780564642026,0,8,"extrinsic component of mitochondrial inner membrane","CC",1
"7490","GO:0031315",1,0.950711619337133,0,4,"extrinsic component of mitochondrial outer membrane","CC",1
"7491","GO:0031320",1,0.986579656590113,0,1,"hexitol dehydrogenase activity","MF",1
"7501","GO:0031332",1,0.804744877339042,0,16,"RNAi effector complex","CC",1
"7502","GO:0031333",1,0.227783787181648,0,117,"negative regulation of protein-containing complex assembly","BP",1
"7504","GO:0031335",1,0.962436551938584,0,3,"regulation of sulfur amino acid metabolic process","BP",1
"7505","GO:0031337",1,0.98934978185623,0,1,"positive regulation of sulfur amino acid metabolic process","BP",1
"7506","GO:0031338",1,0.706576923889963,0,26,"regulation of vesicle fusion","BP",1
"7507","GO:0031339",1,0.960618033824439,0,3,"negative regulation of vesicle fusion","BP",1
"7508","GO:0031340",1,0.877306858512688,0,10,"positive regulation of vesicle fusion","BP",1
"7510","GO:0031342",1,0.776559511403041,0,20,"negative regulation of cell killing","BP",1
"7518","GO:0031362",1,0.861758417389774,0,13,"anchored component of external side of plasma membrane","CC",1
"7519","GO:0031365",1,0.727998601329748,0,25,"N-terminal protein amino acid modification","BP",1
"7520","GO:0031369",1,0.658141158610864,0,35,"translation initiation factor binding","MF",1
"7521","GO:0031370",1,0.987205556538432,0,1,"eukaryotic initiation factor 4G binding","MF",1
"7522","GO:0031371",1,0.915050640940708,0,8,"ubiquitin conjugating enzyme complex","CC",1
"7523","GO:0031372",1,0.976913380190542,0,2,"UBC13-MMS2 complex","CC",1
"7524","GO:0031379",1,0.986306083574268,0,1,"RNA-directed RNA polymerase complex","CC",1
"7525","GO:0031380",1,0.986306083574268,0,1,"nuclear RNA-directed RNA polymerase complex","CC",1
"7526","GO:0031386",1,0.906021382513808,0,10,"protein tag","MF",1
"7527","GO:0031389",1,0.986329761417539,0,1,"Rad17 RFC-like complex","CC",1
"7528","GO:0031390",1,0.920461015990634,0,7,"Ctf18 RFC-like complex","CC",1
"7529","GO:0031391",1,0.962833853380853,0,3,"Elg1 RFC-like complex","CC",1
"7530","GO:0031392",1,0.906256868360597,0,8,"regulation of prostaglandin biosynthetic process","BP",1
"7531","GO:0031393",1,0.972798679501053,0,2,"negative regulation of prostaglandin biosynthetic process","BP",1
"7532","GO:0031394",1,0.937833323004364,0,5,"positive regulation of prostaglandin biosynthetic process","BP",1
"7539","GO:0031402",1,0.899145917284252,0,8,"sodium ion binding","MF",1
"7540","GO:0031403",1,0.976566589243729,0,2,"lithium ion binding","MF",1
"7541","GO:0031404",1,0.880356002621323,0,10,"chloride ion binding","MF",1
"7542","GO:0031405",1,0.972844530692531,0,2,"lipoic acid binding","MF",1
"7545","GO:0031414",1,0.900727822522676,0,9,"N-terminal protein acetyltransferase complex","CC",1
"7546","GO:0031415",1,0.953034622650515,0,4,"NatA complex","CC",1
"7547","GO:0031416",1,0.976516390979339,0,2,"NatB complex","CC",1
"7548","GO:0031417",1,0.967862898136502,0,3,"NatC complex","CC",1
"7550","GO:0031419",1,0.918038983252375,0,7,"cobalamin binding","MF",1
"7551","GO:0031420",1,0.830997592294385,0,14,"alkali metal ion binding","MF",1
"7552","GO:0031422",1,0.986306083574268,0,1,"RecQ family helicase-topoisomerase III complex","CC",1
"7554","GO:0031427",1,0.986306083574268,0,1,"response to methotrexate","BP",1
"7555","GO:0031428",1,0.943045365464609,0,5,"box C/D snoRNP complex","CC",1
"7556","GO:0031429",1,0.965717043982293,0,4,"box H/ACA snoRNP complex","CC",1
"7557","GO:0031430",1,0.771456106410178,0,21,"M band","CC",1
"7558","GO:0031431",1,0.986481081622109,0,1,"Dbf4-dependent protein kinase complex","CC",1
"7560","GO:0031433",1,0.949624541939846,0,5,"telethonin binding","MF",1
"7562","GO:0031435",1,0.719559585107081,0,25,"mitogen-activated protein kinase kinase kinase binding","MF",1
"7563","GO:0031436",1,0.97287855960508,0,2,"BRCA1-BARD1 complex","CC",1
"7564","GO:0031437",1,0.990404237853299,0,1,"regulation of mRNA cleavage","BP",1
"7565","GO:0031439",1,0.990404237853299,0,1,"positive regulation of mRNA cleavage","BP",1
"7566","GO:0031440",1,0.708634231228381,0,26,"regulation of mRNA 3'-end processing","BP",1
"7567","GO:0031441",1,0.898973566174225,0,8,"negative regulation of mRNA 3'-end processing","BP",1
"7568","GO:0031442",1,0.879343278543328,0,10,"positive regulation of mRNA 3'-end processing","BP",1
"7569","GO:0031443",1,0.946366920608488,0,4,"fast-twitch skeletal muscle fiber contraction","BP",1
"7570","GO:0031444",1,0.963972439378985,0,3,"slow-twitch skeletal muscle fiber contraction","BP",1
"7571","GO:0031445",1,0.796963747324171,0,17,"regulation of heterochromatin assembly","BP",1
"7572","GO:0031446",1,0.959509371836676,0,3,"regulation of fast-twitch skeletal muscle fiber contraction","BP",1
"7573","GO:0031448",1,0.959509371836676,0,3,"positive regulation of fast-twitch skeletal muscle fiber contraction","BP",1
"7574","GO:0031449",1,0.973165302566003,0,2,"regulation of slow-twitch skeletal muscle fiber contraction","BP",1
"7575","GO:0031452",1,0.936275934753039,0,5,"negative regulation of heterochromatin assembly","BP",1
"7576","GO:0031453",1,0.863082962114302,0,11,"positive regulation of heterochromatin assembly","BP",1
"7577","GO:0031455",1,0.986306083574268,0,1,"glycine betaine metabolic process","BP",1
"7578","GO:0031456",1,0.986306083574268,0,1,"glycine betaine biosynthetic process","BP",1
"7579","GO:0031460",1,0.986306083574268,0,1,"glycine betaine transport","BP",1
"7583","GO:0031464",1,0.876754242852134,0,10,"Cul4A-RING E3 ubiquitin ligase complex","CC",1
"7584","GO:0031465",1,0.947797431638523,0,4,"Cul4B-RING E3 ubiquitin ligase complex","CC",1
"7586","GO:0031467",1,0.949133500031343,0,5,"Cul7-RING ubiquitin ligase complex","CC",1
"7587","GO:0031468",1,0.889199747843313,0,10,"nuclear envelope reassembly","BP",1
"7588","GO:0031475",1,0.988077769695246,0,1,"myosin V complex","CC",1
"7589","GO:0031477",1,0.986306083574268,0,1,"myosin VII complex","CC",1
"7590","GO:0031489",1,0.816037439117811,0,16,"myosin V binding","MF",1
"7592","GO:0031491",1,0.568419181957073,0,47,"nucleosome binding","MF",1
"7593","GO:0031492",1,0.830387892657868,0,18,"nucleosomal DNA binding","MF",1
"7594","GO:0031493",1,0.934941161153021,0,5,"nucleosomal histone binding","MF",1
"7595","GO:0031494",1,0.991756508111586,0,1,"regulation of mating type switching","BP",1
"7596","GO:0031497",1,0.227066080108804,0,129,"chromatin assembly","BP",1
"7597","GO:0031498",1,0.809408985515762,0,17,"chromatin disassembly","BP",1
"7598","GO:0031499",1,0.946388843398311,0,4,"TRAMP complex","CC",1
"7599","GO:0031501",1,0.963168434800821,0,4,"mannosyltransferase complex","CC",1
"7600","GO:0031503",1,0.0635122262703127,0,216,"protein-containing complex localization","BP",1
"7601","GO:0031506",1,0.987284772279707,0,1,"cell wall glycoprotein biosynthetic process","BP",1
"7602","GO:0031507",1,0.591788275721907,0,40,"heterochromatin assembly","BP",1
"7603","GO:0031508",1,0.955845945699831,0,4,"pericentric heterochromatin assembly","BP",1
"7604","GO:0031509",1,0.966231955217302,0,3,"subtelomeric heterochromatin assembly","BP",1
"7605","GO:0031510",1,0.964833557789689,0,3,"SUMO activating enzyme complex","CC",1
"7606","GO:0031511",1,0.988628068333238,0,1,"Mis6-Sim4 complex","CC",1
"7608","GO:0031515",1,0.973250042715633,0,2,"tRNA (m1A) methyltransferase complex","CC",1
"7609","GO:0031519",1,0.560732658413305,0,44,"PcG protein complex","CC",1
"7610","GO:0031523",1,0.949619312534978,0,4,"Myb complex","CC",1
"7611","GO:0031526",1,0.533729743395563,0,47,"brush border membrane","CC",1
"7612","GO:0031527",1,0.820506272868069,0,15,"filopodium membrane","CC",1
"7613","GO:0031528",1,0.828371406511764,0,14,"microvillus membrane","CC",1
"7614","GO:0031529",1,0.535836090951943,0,48,"ruffle organization","BP",1
